queried_country,ueln_code,organisation
Australia,036008,Harness Racing Australia Inc
Australia,036009,Australian Lipizzaner Registry Inc
Australia,036010,Irish Draught and Sport Horse Society of Australia
Australia,036011,Asociacion de Caballos de Pura Raza Espanola - Australia INC
Australia,036012,Hanoverian Horse Society of Australia
Australia,036013,Australian Continental Equestrian Group Inc
Australia,036014,Lipizzaner Association of Australasia
Australia,036015,Australian Paso Horse Society of Australia
Australia,036016,Icelandic Horse Association of Australia Inc.
Australia,036017,Australian Fjord Horse Association Inc.
New Zealand,554001,New Zealand Arab Horse Breeders Society Inc
New Zealand,554002,New Zealand Sport Horse Promotion Board Inc.
New Zealand,5540NZ,New Zealand Thoroughbred Racing
New Zealand,554003,Welsh Pony and Cob Society of New Zealand
New Zealand,554004,Trakehner Breeders Association of New Zealand
New Zealand,554005,Harness racing New Zealand
New Zealand,554006,Icelandic Horse Breeders and Riders Association New Zealand
New Zealand,554007,The New Zealand Hanoverian Society Incorporated
New Zealand,554008,Equestrian Sports New Zealand
New Zealand,554009,The New Zealand Warmblood Association Inc.
New Zealand,554010,The Connemara Pony Society of New Zealand Incorporated
New Zealand,554011,Sport and Performance Horse Association of New Zealand Inc.
South Africa,710001,South African Warmblood Horse Society
South Africa,710002,The Arab Horse Society of South Africa
South Africa,710SAF,The National Horseracing Authority
South Africa,710003,Welsh Pony and Cob Society of South Africa
South Africa,710004,South Africa Lipizzaners
South Africa,710005,Trotting South Africa (TSA)
Mexico,484001,Criadores de Caballos Deportivos Mexicanos A.C
Mexico,484MEX,Jockey Club Mexicano
Mexico,484006,Stud-book La Silla
Mexico,484008,Asociacion Mexicana de Criadores de Caballos de Pura Raza Espanola
Uruguay,858001,Asociacion rural del Uruguay
Uruguay,858002,Sociedad Criadores de Caballos Arabes
Uruguay,858003,Stud Book Uruguayo
Russia,643001,The Russian Arabian Stud Book Office
Russia,643RUS,All Russian Research Institute for Horsebreeding
Russia,643003,Assoziation d. Trakehner Pferde-Gestüte Russlands
Russia,643004,CIS Trotting Association
Russia,643005,State Studbook of Russian Riding Horse
Turkey,792001,Turkish Arabian Horse registry
Turkey,792TUR,Turkish Thoroughbred Stud Book
Slovakia,703001,Narodny Zrebcin Topolcianky
Slovakia,703002,Slovak Horse Breeding society/Zväz chovatelov koni na Slovensku-druzstvo
Slovakia,703SVK,Turf DirektoriuM Bratislava
Slovakia,703003,Statny Zrecin
Slovakia,703005,Nationalgestut Topolcianky
Slovenia,705001,UL Veterinarska fakulteta Klinika za reprodukcijo in velike zivali - Stud Book for Slovenian Warmblood Horses
Slovenia,705002,Haras de Lipica
Slovenia,SVN001,Slovenian Turf Club
Croatia,191003,Drzavna ergela Dakovo i Lipik / State Stud Farm Dakovo and Lipik
Croatia,191002,Croatian Agency for Agriculture and Food - Thoroughbred area
Croatia,191004,Hrvatska udruga uzgajivaca sportskih konja / Croatian Association of Breeders of Sport Horses
Croatia,191005,Croatian Federation of Heavy Draft Horse Breeders Association
Croatia,191006,Central Horsebreeders Alliance Croatian Posavac
Croatia,191007,Trakehner Horse Breeders Association of Croatia
Croatia,191009,Croatian Breeders Association of Gidran Horses
Croatia,191010,Croatian Warmblood Breeders Association
Croatia,191011,Vitesko alkarsko drustvo Sinj
Greece,300001,Ministry of Agriculture Directorate of Inputs to Animal Production
Greece,3000GR,Jockey Club de Grèce
Bulgaria,100001,Bulgarian Horse Breeding Society
Bulgaria,100002,national Service for selection and Reproduction in Animal Breeding
Bulgaria,100003,National Veterinary Service
Bulgaria,100004,Eastbulgarian Horse Association
Bulgaria,100005,Association for Breeding Indigenous Breeds in Bulgaria
Bulgaria,100006,Bulgarian Sport Horse Association
Serbia,688001,Ministry of Agriculture Forestry and Water management
Serbia,688002,Serbian Association for Purebred Arabian Horses
Estonia,233001,Estonian Sport Horse Breeders Society
Estonia,233003,Estonian Trotters Association
Estonia,233002,Estonian Horse Breeders Society
Estonia,233004,Akhal-Teke Association of Estonia
Estonia,233999,Unknown horses registered in Estonian horse breeding societies
Estonia,233005,The Old-Tori Horse Society
Estonia,233006,Estonian Native Horse Breeders Society
Estonia,233007,TORI HORSE SOCIETY
Latvia,428001,Agricultural Data Centre
Lithuania,440001,Lithuanian Ministry of Agriculture State Animal Breeding Supervision Service
Lithuania,440002,Lithuanian Trakehner Breeders' Association
Lithuania,440003,Zhemaitukas Breeders Association
Lithuania,440004,The Lithuanian Draft Horse Breeders Association
Lithuania,440005,Lietuvos jojamuju zirgu veisle / Lithuanian Riding Horses
Lithuania,440006,The Baltic Horse Breeder's Association
Lithuania,440007,The Republic Racing Horse League
Lithuania,440008,State enterprise Agricultural Data Centre
Lithuania,440009,Lithuanian Trotting Association
Lithuania,440010,The Lithuanian Horse Racing Association
Lithuania,440011,The National Arabian Horses Breeders Association
Lithuania,440012,Lithuanian equestrian association
Lithuania,440013,Lithuanian Heavy Draught Horse Conservation Breeders' Association
Iceland,352001,Landssamband Hestamanna
Iceland,352002,RML Radgjafamidstod landbunadarins (The Icelandic Agricultural Advisory Centre)
Luxembourg,442001,Stud-book du cheval de selle luxembourgeois
Luxembourg,442002,Stud-book Luxembourgeois du cheval de Sang
Luxembourg,442005,Letzebuerger Ardenner Studbook
Luxembourg,442006,Stud-book luxembourgeois pour Chevaux Haflinger
Luxembourg,442007,Stud-book luxembourgeois pour Chevaux de taille moyenne poneys et races spéciales
Luxembourg,442008,Ieselsfrënn Lëtzebuerg a.s.b.l.
Luxembourg,442009,Quarter Horse Association Luxembourg
Luxembourg,442010,CONVIS
Luxembourg,442011,Administration des Services Techniques de l'Agriculture
Malta,470001,Malta Racing Club
Malta,470003,Malta Veterinary Regulation Directorate
Cyprus,196CYP,Cyprus Turf Club
Ukraine,804001,Agency on identification and registration of animals
Ukraine,804002,Ukrainian Horse Breeders Associaton
Ukraine,804003,OWNER'S TROTTING ASSOCIATION
Belarus,112001,Belarus Trotters
Israel,376001,Israel Arab Horse Registry
Israel,376ISR,Israel Stud Book
Israel,376002,Israeli Shagya Arab Horse Society
United Arab Emirates,784001,Emirates Arabian Horse Society
United Arab Emirates,784UAE,Emirates Racing Association
United Arab Emirates,784002,Emirates Equestrian Federation
Saudi Arabia,682001,King Abdul Aziz Arabian Horse centre
Saudi Arabia,682SDA,Saudi Arabian stud book
Qatar,634001,Qatar Arabian Horse Registry Race & Equestrian Club
Qatar,634002,Qatar Horse Registry
Kuwait,414001,Kuwait Arabian Horse Registry
Bahrain,048001,Royal Arabian Stud of Bahrain
Bahrain,048BHR,Rashid Equestrian and Horse Racing Club
Oman,512001,The Royal Cavalry
Jordan,400001,The Royal Jordanian Stud Book Authority
Lebanon,422001,SPARCA
Lebanon,422LBN,SPARCA
Iran,364001,Equestrian Federation of the Islamic Republic of Iran-Studbook Office
Iran,364002,Caspian Conservation Society
Morocco,434LIB,Ministère de l'Agriculture & de la Mise en Valeur Agricole Division des Haras
Tunisia,788001,Fondation Nationale d'Amelioration de la Race Chevaline
Algeria,012001,Office National De Developpement Des Elevages Equins et camelins
Egypt,818001,Egyptian Agricultural Organization Arabian Horse Breeding Administration
Japan,392001,Japan Association for International Racing and Stud Book
China,156001,China Horse Industry Association
"Korea, South",410KOR,Korea Racing Association
India,356IND,Stud-book authority of India
Thailand,764THA,Stud-book authority of Thailand
Malaysia,458MAL,Malayan racing Association
Pakistan,586001,Pakistan Arabian Horse Society
Kazakhstan,398001,Kazakh Association of Purebred Arabian Horses
Kazakhstan,398002,Republic Chamber of Horse Breeding of Kazakhstan
Uzbekistan,860UZB,the Equestrian Federation of Uzbekistan
Azerbaijan,031001,Azerbaijan Horse Club
Azerbaijan,031002,Azerbaijan Republic Equestrian Federation
Chile,152001,Sociedad de Fomento Agricola de Temuco
Chile,152CHI,Stud-book de Chile
Colombia,170001,Assn. Colombiana de Criadores de Caballos Arabe
Colombia,170COL,Jockey Club in Colombia
Peru,604001,Asociacion de criadores de caballo peruano de paso
Peru,604PER,Jockey club del Peru
Venezuela,862001,Asociacion Venezolana De Criadores De Caballos Arabes
Venezuela,862VEN,Jockey Club in Venezuela
Ecuador,218ECU,Jockay Club in Ecuador
Ecuador,218001,Associacion de Criadores de Caballos Arabes del Ecuador
Paraguay,600001,Asociacion Rural del Paraguay
Paraguay,600PRY,Jockey Club in Paraguay
Bolivia,068101,Bolivian Association de Criadores de Caballos Arabes
Cuba,192001,Associacion Nacional de Criadores de Equins de Cuba
Costa Rica,188CRI,Jockey Club in Costa Rica
Dominican Republic,214DOM,Jockey Club in Dominican Republic
Guatemala,320GTM,Jockey Club in Guatemala
Panama,591PAN,Jockey Club in Panama
Honduras,340001,Honduras Equestrian Federation
Trinidad and Tobago,780TRI,Thoroughbreds in Trinidad et Tobago
Barbados,052BRB,Barbodo Stud Book
Belize,084001,Belize Arabian Stud Book
Namibia,516001,Arab Horse Breeders Society of Namibia
Zimbabwe,716001,Arab Horse Society of Zimbabwe
Kenya,404KEN,Jockey Club in Kenya
Andorra,020001,Govern d'Andorra Departament d'Agricultura
Faroe Islands,234001,Fareos Icelandic Horse Association
Libya,434001,Libyan Arabian Horse Breeders Society
Syria,760001,Ministry of Agriculture & Agrarian Reform (MAAR)
Iraq,368001,Iraqi Arabian Horse Organization
Indonesia,360001,Stud Book Indonesia
Philippines,608PHI,Stud Book Authority of the Philippines
New Caledonia,540001,UPRA Equine
Yemen,887001,General Federation for Equestrian & Camel Racing Registration Centre of Pure Arabian Horses of Yemen
